index,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
Seed:17-Epoch:500-Neuron:120-LR:0.1,0.4825883793592453,83.13276,0.6144109277181331,78.39058074951171
Seed:17-Epoch:500-Neuron:180-LR:0.1,0.4773360323429108,83.80857,0.6355576709701078,78.45265045166016
Seed:17-Epoch:500-Neuron:240-LR:0.1,0.5172197972059249,83.80457,0.6350714000064481,78.67318878173828
Seed:17-Epoch:350-Neuron:120-LR:0.1,0.5120138986962182,82.14578,0.5583342152828924,79.33643646240235
Seed:17-Epoch:350-Neuron:180-LR:0.1,0.5717328139713833,81.69743,0.5493238662611145,79.43771820068359
Seed:17-Epoch:350-Neuron:240-LR:0.1,0.5875399670089995,81.97065,0.554753556911707,79.48182678222656
Seed:17-Epoch:200-Neuron:120-LR:0.1,0.6113345462381841,79.52602,0.5023082312430203,80.56817474365235
Seed:17-Epoch:200-Neuron:180-LR:0.1,0.6746393476426602,79.16646,0.5016844756438891,80.66619873046875
Seed:17-Epoch:200-Neuron:240-LR:0.1,0.7369927601814271,79.18943,0.5020800559868006,80.67763977050781
